"","ClassActinopterygii","ClassAves","ClassMammalia","ClassReptilia","nchar","haddock_score_mean","haddock_score_sd","ForStrat.ground","ForStrat.understory","ForStrat.arboreal","ForStrat.aerial","ForStrat.marine","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","incubation_d","weaning_d","log_litterclutch_size_n","litters_or_clutches_per_y","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","maximum_longevity_y","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","gestation_d","longevity_y","log_female_body_mass_g","log_male_body_mass_g","log_no_sex_body_mass","adult_svl_cm","diet_breadth","range_size","major_habitat_type_breadth","tnc_ecoregion_breadth","AA_30_positive","OrderCarnivora","OrderChiroptera","OrderPasseriformes","OrderPerciformes","OrderPrimates","OrderRodentia","ClassActinopterygii.1","ClassAves.1","ClassMammalia.1","ClassReptilia.1","above_haddock_median"
"68",1,0,0,0,818,-135.488978,4.18059289276533,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,72315458.2774647,0.375,0.202380952380952,0,0,0,0,0,0,0,1,0,0,0,0
"69",0,0,1,0,804,-120.27585,2.09022940008986,1,0,0,0,0,1,0,0,385.35594,365,133,136.981,1.38629436111989,1,NA,4.19215162222501,NA,8.2812201935701,22.333333,NA,NA,4.655,307.65,133,18.65,NA,NA,8.13555202603107,50.7895,0.1,18207313.6726554,0.75,0.869047619047619,1,0,0,0,0,0,0,0,0,1,0,1
"70",0,0,1,0,804,-121.90408,1.22965986878034,0,0,0,0,1,1,1,1,1710.80756,2283,416,687.8536,0.0198026272961797,0.33,1.01104074026631,11.0974100210086,NA,14.1375940571334,40,NA,NA,NA,308.95,409.05984,34.266667,NA,NA,13.899851706398,442.4915,0.2,9722438.06567159,0.1875,0.166666666666667,0,0,0,0,0,0,0,0,0,1,0,1
"71",1,0,0,0,810,-144.464003,3.83181703258403,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29715143.7369095,0.1875,0.0476190476190476,0,0,0,0,0,0,0,1,0,0,0,0
"72",0,0,1,0,804,-123.64353,3.64559294553788,1,0,0,0,0,1,0,0,285,285,189,274,0,1.26,-0.234241872981752,2.07944154167984,NA,3.5019472847623,29.2,NA,NA,0.194,308.15,189,29.108333,NA,NA,3.38099467434464,8.55,0.1,17726517.7239807,0.75,0.845238095238095,1,0,1,0,0,0,0,0,0,1,0,1
"73",0,0,1,0,740,-116.23534,1.40587049285013,1,0,0,0,0,1,0,0,78.82924,NA,29,34.19634,1.14740245283754,2,-0.937912251352248,1.60843741210052,NA,3.90399083373088,9.9,NA,NA,0.339,307.75,29.91082,9.816667,NA,4.03069453514564,3.86702563949741,15.696,0.4,3419731.41356679,0.375,0.19047619047619,1,0,0,0,0,0,1,0,0,1,0,1
"74",0,1,0,0,804,-114.98527,2.10604413800429,1,1,0,0,0,0,0,1,726.936,NA,56,NA,2.2512917986065,1.499938,NA,NA,NA,10.4968143978139,16.6,NA,NA,NA,NA,NA,16.6,10.517997287579,10.3734911817819,10.4744670991219,NA,0.4,4235748.76414791,0.4375,0.130952380952381,0,0,0,0,0,0,0,0,1,0,0,1
"75",1,0,0,0,814,-140.94694,3.05767363755156,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15656657704492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,295739208.524838,0.916666666666667,0.487068965517241,0,0,0,0,1,0,0,1,0,0,0,0
"76",0,0,1,0,798,-119.269378,2.53335001688279,1,0,0,0,0,1,0,0,278.42,365,55,29,1.70292825552144,1,NA,2.03731661537916,3.91202300542815,5.11274051703341,19,NA,NA,0.75,307.85,57.8284,13,NA,NA,4.75703253529734,17,0.2,111004.162194455,0.0625,0.0238095238095238,0,0,0,0,0,0,0,0,0,1,0,1
"77",1,0,0,0,805,-129.18118,1.95747144199404,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17640357.0140121,0.1875,0.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0
"78",0,0,1,0,798,-121.14727,1.20841603307802,1,0,0,0,0,0,0,1,NA,NA,NA,27.28,0.587786664902119,NA,NA,2.47653840011748,NA,3.90901849640785,5.658333,NA,NA,0.303,310.75,NA,5.658333,NA,NA,NA,14.943,0.1,193798.451886947,0.1875,0.0714285714285714,1,0,0,0,0,0,0,0,0,1,0,1
"79",0,1,0,0,809,-118.58722,1.68486339030796,0,1,1,0,0,0,0,1,365,365,13.9,NA,1.25276296849537,1,NA,NA,NA,2.58399755243223,11,NA,NA,NA,NA,NA,7,2.61739583283408,2.57261223020711,2.53369681395743,NA,0.2,NA,NA,NA,1,0,0,1,0,0,0,0,1,0,0,1
"80",0,0,1,0,805,-150.46164,3.38033302836669,0,0,0,0,1,0,1,1,659.435,1369,140,175.30786,0,0.83,-0.000684694349687224,7.55442387162048,9.43673822231057,6.84933135884442,30,NA,NA,98.479,310.65,216.0956,19,9.97580821411575,10.3981837943722,9.5386832259541,34.9,0.2,2026050.49639097,0.25,0.0476190476190476,1,1,0,0,0,0,0,0,0,1,0,0
"81",0,0,1,0,799,-123.85228,2.54823044213474,0,0,0,1,0,1,0,0,471.145,730,35,34.18,0.654925967739748,1,-0.000684694349687224,1.2683550632552,2.72129542785223,2.84461864388423,20,NA,NA,0.113,309.15,43.57,19,NA,NA,2.58776403522771,7.5,0.1,12796879.1516272,0.875,0.5,1,0,1,0,0,0,0,0,0,1,0,1
"82",0,0,1,0,783,-126.31077,1.92877540945313,1,0,0,0,0,1,1,1,708,1005,359,152.2,0,NA,0,10.2836345107796,10.3889953683178,12.0508750845807,50,NA,NA,164.92,NA,361.65946,47,NA,NA,12.0867258878976,200,0.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1
"83",0,0,1,0,805,-124.52821,2.65136996096148,1,0,0,0,0,1,1,1,914,973,337,274,0,1,0.4052369287439,10.5427063910705,NA,12.4292161968444,62,2e-04,4,NA,311.45,337.985,57,NA,13.0170028617465,NA,280,0.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1
"84",0,0,1,0,805,-124.52821,2.65136996096148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1
"85",0,0,1,0,804,-119.084315,1.70687221402352,1,0,0,0,0,1,0,0,265.8,253,30,41.70366,1.43983512804792,1.58,NA,2.74855214441154,5.45958551414416,6.65666225476097,14,NA,NA,2.434,307.15,36.06754,11.641667,NA,6.49978704065585,7.10126402516666,26.8585,0.3,3809035.09738711,0.375,0.285714285714286,1,0,0,0,0,0,0,0,0,1,0,1
"86",1,0,0,0,799,-127.99479,3.64393607348792,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,29715143.7369095,0.25,0.107142857142857,0,0,0,0,0,0,0,1,0,0,0,0
"87",1,0,0,0,827,-143.52931,2.9893541225303,1,0,0,0,1,NA,NA,NA,1116,889,NA,NA,NA,NA,NA,NA,NA,8.0899501563915,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.92,NA,121568388.511317,0.392857142857143,0.208860759493671,0,0,0,0,0,0,0,1,0,0,0,0
"88",1,0,0,0,808,-148.23537,2.5386744196529,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,23730757.5450827,0.375,0.214285714285714,0,0,0,0,1,0,0,1,0,0,0,0
"89",0,0,1,0,806,-126.76689,3.1937131480631,0,0,0,0,1,1,1,0,1803.125,2420,274,351,0,1,-0.000684694349687224,9.83226004324776,11.5769325949445,12.8543968696354,32.8,NA,NA,NA,NA,308.05,30,12.5172270741671,13.8155105579643,NA,297.1355,0.1,6727116.39760273,0.25,0.0952380952380952,1,1,0,0,0,0,0,0,0,1,0,1
"90",0,1,0,0,809,-115.371366,3.94557655806601,1,0,0,0,0,0,0,1,NA,NA,27,NA,0.693147180559945,NA,NA,NA,NA,5.40605006635092,15,NA,NA,NA,NA,NA,15,5.29831736654804,5.46806014113513,5.4249500174814,NA,0.3,8423208.45086056,0.375,0.630952380952381,0,0,0,0,0,0,0,0,1,0,0,1
"91",0,1,0,0,813,-119.64134,1.78793558931958,1,1,1,1,0,0,0,1,726.936,NA,29,NA,1.38629436111989,1,NA,NA,NA,6.90274273715859,25,NA,NA,NA,NA,NA,15.916667,6.99736743767182,6.76849321164863,6.89517649677528,52.5,0.2,2241653.24941392,0.375,0.273809523809524,1,0,0,0,0,0,0,0,1,0,0,1
"92",0,0,1,0,807,-129.12293,1.54647277595753,1,0,0,0,0,1,1,1,304,304,65,81.505,1.30562645805244,2.02,-1.02443099634523,4.62369749060197,6.45660480682052,8.42794221749148,34,NA,NA,NA,311.25,64,19,NA,NA,NA,62.4255,0.1,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0
"93",0,1,0,0,810,-126.3911,4.1425461132014,0,0,1,0,0,0,0,1,364.234,365,NA,NA,1.79175946922805,1,NA,NA,NA,2.52972066557779,9.833333,NA,NA,NA,NA,NA,7.916667,2.52572864430826,2.55722731136763,2.47653840011748,NA,0.2,NA,NA,NA,1,0,0,1,0,0,0,0,1,0,0,1
"94",0,1,0,0,632,-107.961664,2.23411519609093,1,0,0,0,1,0,0,1,2561,2200,49,NA,0,1,NA,4.17438726989564,NA,6.66568371778241,51,NA,NA,NA,NA,NA,38.958333,6.53160622520803,6.73340189183736,6.67834211465433,NA,0.2,28890043.1067009,0.3125,0.214285714285714,0,0,0,0,0,0,0,0,1,0,0,1
"95",1,0,0,0,809,-141.661019,3.39157139749065,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,121204912.21168,0.321428571428571,0.069620253164557,1,0,0,0,0,0,0,1,0,0,0,0
"96",1,0,0,0,818,-123.1413,3.74949171251547,1,0,0,0,1,NA,NA,NA,790,778,NA,NA,NA,NA,NA,NA,NA,8.3787577937914,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6666666666667,NA,85587252.3310209,0.321428571428571,0.145569620253165,1,0,0,0,0,0,0,1,0,0,0,1
"97",0,1,0,0,808,-106.379904,2.50263677476022,1,0,0,0,0,0,0,1,NA,NA,20.5,NA,1.79175946922805,1,NA,3.2188758248682,NA,6.81618808545665,30,NA,NA,6.005,NA,NA,30,6.46692202703618,6.81399389916766,7.74066440191724,43.5,0.4,5200261.33517479,0.5,0.654761904761905,0,0,0,0,0,0,0,0,1,0,0,1
"98",0,1,0,0,809,-126.17221,2.91053011988843,1,0,0,0,0,0,0,1,1001.835,1095,27.5,NA,0.693147180559945,1,NA,4.00369019395397,NA,7.37963215260955,23.7,NA,NA,NA,NA,NA,23.583333,7.29776828253138,7.45529848568329,7.34196980037629,NA,0.2,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,1
"99",0,0,0,1,803,-119.398944,2.36120845385578,NA,NA,NA,NA,NA,NA,NA,NA,3652.5,4748.25,80,NA,3.66100067733897,1,0,4.62986279857846,NA,11.9381932003746,100,NA,NA,NA,NA,70,28.8,NA,NA,11.8981878657609,NA,NA,22824.7635356239,0.0625,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,1,1
"100",0,0,0,1,816,-128.15995,2.02840172179971,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,-0.642313192698093,NA,0.932683144177681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1905745.05473575,0.1875,0.178571428571429,1,0,0,0,0,0,0,0,0,0,1,0
"101",0,1,0,0,809,-123.2487,2.11097755554151,1,0,1,0,0,0,0,1,365.25,NA,NA,NA,NA,NA,NA,NA,NA,3.17805383034795,NA,NA,NA,NA,NA,NA,NA,NA,2.90690105984738,3.19867311755068,NA,0.4,7699.87111068479,0.0625,0.0119047619047619,1,0,0,1,0,0,0,0,1,0,0,1
"102",0,0,1,0,804,-116.2425,1.81668399013147,0,0,0,0,1,1,1,0,2472.01192,4380,450,725.515,0,0.2428571,NA,11.6052037805885,NA,13.8737794660882,60,0.015,10,NA,NA,453.4514,49.783333,NA,NA,15.1531397471029,709.2875,0.2,133046654.153902,0.5,0.226190476190476,0,0,0,0,0,0,0,0,0,1,0,1
"103",0,0,0,1,808,-113.154478,1.37166413217911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27099.9737015718,0.125,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,1,1
"104",0,0,1,0,805,-133.78014,2.26214312014072,1,0,0,0,0,0,0,1,2829,4015,256,834,0.00498754151103897,0.3,1.35352507250274,7.63626960337937,9.44105518878671,11.7457460424666,55.4,NA,NA,NA,308.65,257,50.2,NA,11.805595078933,NA,167.222,0.2,696516.849603566,0.125,0.0714285714285714,1,0,0,0,0,1,0,0,0,1,0,0
"105",1,0,0,0,809,-140.53371,0.993569367314963,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2995430.92472743,0.0833333333333333,0.0129310344827586,0,0,0,0,0,0,0,1,0,0,0,0
"106",0,1,0,0,745,-119.22261,3.26118027013738,1,0,1,1,0,0,0,1,1460,1460,35,NA,0.693147180559945,1,NA,NA,NA,8.46379241468912,48,NA,NA,NA,NA,NA,32.966667,8.58485183989005,8.32603268595508,8.51719319141624,80,0.4,3456642.9944806,0.625,0.30952380952381,1,0,0,0,0,0,0,0,1,0,0,1
"107",1,0,0,0,803,-139.65911,4.72172943915209,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29715143.7369095,0.25,0.0714285714285714,1,0,0,0,1,0,0,1,0,0,0,0
"108",0,0,1,0,805,-137.113077,2.28344852292439,1,0,0,0,0,1,1,1,228,NA,70,35.80506,2.19165353228676,3.5,-1.504899084269,0.662687973075237,2.39789527279837,3.55534806148941,28.3,NA,NA,0.128,305.25,70,16,NA,NA,3.56388296393925,11.0805,0.1,1349750.76109211,0.25,0.0952380952380952,1,0,0,0,0,0,1,0,0,1,0,0
"109",1,0,0,0,805,-133.49098,1.57101090582536,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0949457282158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,64415849.6563772,0.25,0.0689655172413793,0,0,0,0,0,0,0,1,0,0,0,0
"110",0,0,1,0,806,-142.58683,1.75992281210158,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91182298542548,NA,NA,NA,NA,NA,NA,NA,3.73766961828337,3.80666248977032,NA,NA,0.1,4475409.12408073,0.5625,0.464285714285714,1,0,1,0,0,0,0,0,0,1,0,0
"111",0,0,1,0,805,-131.90707,1.23270192039907,0,0,1,0,0,0,0,1,2849.06286,1825,243,600.50228,0,0.475,0.852663317685898,5.7571810513809,6.97541392745595,8.70754905323851,57,NA,NA,NA,NA,217,40,NA,NA,NA,63.5,0.3,39231.9707802624,0.0625,0.0238095238095238,1,0,0,0,0,1,0,0,0,1,0,0
"112",1,0,0,0,805,-127.34354,0.977535145375572,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98898404656427,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35,0.833333333333333,133221678.662997,0.75,0.380952380952381,0,0,0,0,0,0,0,1,0,0,0,0
"113",0,0,1,0,805,-133.77263,1.56485694131374,1,0,0,0,0,1,0,0,326.88264,137,38,51,1.17557332980424,1.5,-1.38834987223614,0.693147180559945,2.99573227355399,4.05004430332552,7.3,NA,NA,0.515,310.65,38,6.741667,NA,NA,4.31748811353631,10.218,0.2,8111416.60133208,0.5625,0.273809523809524,1,0,0,0,0,0,1,0,0,1,0,0
"114",1,0,0,0,814,-136.10654,2.27390862183257,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,73525475.7520746,0.285714285714286,0.0632911392405063,0,0,0,0,0,0,0,1,0,0,0,0
"115",1,0,0,0,806,-132.86459,4.34842938732545,0,0,0,0,1,NA,NA,NA,2737,NA,NA,NA,NA,NA,NA,NA,NA,5.90458016740145,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,31493218.6460955,0.0833333333333333,0.0431034482758621,0,0,0,0,1,0,0,1,0,0,0,0
"116",0,0,1,0,804,-115.762468,2.4018900428334,0,0,0,0,1,1,1,1,3833.468,NA,320,NA,0,0.212766,NA,9.5468126085974,NA,11.5424842672118,46,NA,NA,NA,NA,319.01,30.691667,NA,NA,11.8204101647182,265.331,0.2,15292544.6309712,0.3125,0.0952380952380952,0,0,0,0,0,0,0,0,0,1,0,1
"117",1,0,0,0,810,-125.31528,2.30390764321065,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,0.5,54786623.1291272,0.166666666666667,0.0301724137931034,1,0,0,0,1,0,0,1,0,0,0,1
"118",1,0,0,0,807,-140.16613,2.57667150713215,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154693116.209837,0.392857142857143,0.186708860759494,0,0,0,0,1,0,0,1,0,0,0,0
"119",0,1,0,0,811,-125.55076,4.38593980938584,0,1,1,0,0,0,0,1,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,2.10819091447999,NA,NA,NA,NA,NA,NA,NA,2.15176220325946,2.08567209143047,2.09186406167839,NA,0.2,3221211.21831906,0.25,0.369047619047619,1,0,0,1,0,0,0,0,1,0,0,1
"120",1,0,0,0,809,-131.81506,1.60579111150166,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,23730757.5450827,0.3125,0.202380952380952,1,0,0,0,0,0,0,1,0,0,0,0
"121",0,1,0,0,809,-133.55929,3.40839280516981,0,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56356209388088,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56356209388088,NA,0.2,592877.199807894,0.25,0.0714285714285714,1,0,0,0,0,0,0,0,1,0,0,0
"122",0,0,1,0,804,-122.5645,2.09499742349351,0,0,0,0,1,0,0,1,3144.583,NA,319,NA,0,0.635,0.692462486210258,9.35818262402039,9.21140780206992,11.4908757468555,24,NA,NA,NA,NA,319.474,23.229167,NA,NA,11.3144745262464,210.086,0.1,26127.7298897315,0.0625,0.0119047619047619,0,0,0,0,0,0,0,0,0,1,0,1
"123",0,1,0,0,809,-125.50581,1.37870027558165,1,1,0,0,0,0,0,1,NA,NA,13.5,NA,1.6094379124341,NA,NA,NA,NA,2.50959926237837,10,0.1,2.5,0.21538,NA,NA,10,NA,NA,2.50959926237837,NA,0.2,5429668.12237715,0.4375,0.607142857142857,1,0,0,1,0,0,0,0,1,0,0,1
"124",0,0,1,0,800,-120.63379,1.49866707847711,1,0,0,0,0,1,1,1,4253.80718,3650,670,1088.8,0,0.21,1.54191067138595,11.5617156291397,13.3046849341983,15.3195879547405,80,0.002,8,NA,309.35,669.68,65,NA,15.2891287472558,NA,750,0.1,3331651.57551006,0.5625,0.345238095238095,1,0,0,0,0,0,0,0,0,1,0,1
"125",0,0,1,0,805,-126.7261,2.31481857172435,1,0,0,0,0,1,0,0,535.6736,573,63,152,1.16002091679675,1,-0.000684694349687224,5.31811999384422,NA,9.17810846015857,26.8,NA,NA,NA,NA,63,26.766667,NA,NA,NA,80.615,0.2,8327957.79122619,0.3125,0.202380952380952,1,1,0,0,0,0,0,0,0,1,0,1
"126",0,0,1,0,805,-131.26383,3.92195674151735,1,0,0,0,0,1,0,0,NA,NA,68,NA,0.916290731874155,NA,NA,NA,NA,9.232590980911,13,NA,NA,NA,NA,67.89524,11.283333,NA,NA,NA,103.004,0.1,1191.69167435946,0.0625,0.0238095238095238,1,1,0,0,0,0,0,0,0,1,0,0
"127",0,0,1,0,805,-132.40486,2.50165565851454,0,1,0,0,0,0,0,1,1278.75,1544,165,262.765,0,0.93,0.127033601378996,5.78191566805954,6.74674109913348,8.42711967631805,39,NA,NA,NA,310.75,165,37.55,8.18535022317869,8.58204416373585,NA,52.15,0.3,2697162.38061278,0.25,0.488095238095238,1,0,0,0,0,1,0,0,0,1,0,0
"128",0,0,1,0,805,-133.81494,1.40198263438286,0,1,0,0,0,0,0,1,1231,2007,165,292,0,1,0.127093874949691,6.16023638635485,7.28207365809346,8.79694389354174,40,0.02,15,NA,310.45,165,34.633333,8.58279364850019,9.12254687102551,NA,65.95,0.4,7513322.26567336,0.6875,0.452380952380952,1,0,0,0,0,1,0,0,0,1,0,0
"129",0,0,1,0,805,-134.48797,3.13145258840757,0,1,0,0,0,0,0,1,1226.61352,1095,172,324,0,0.85,0.103391429279073,6.14889555505681,7.25594431927057,8.9363494794541,37.6,NA,NA,NA,NA,172,34.3,8.60483770126828,9.11294802596753,NA,64.95,0.4,1366583.93240879,0.1875,0.166666666666667,1,0,0,0,0,1,0,0,0,1,0,0
"130",0,1,0,0,811,-120.34141,3.97608344212968,0,1,1,0,0,0,0,1,NA,NA,18.5,NA,0.693147180559945,3,NA,NA,NA,2.86220088092947,NA,NA,NA,NA,NA,NA,NA,2.83026783382646,2.91777073208428,2.70805020110221,NA,0.2,118914.747225164,0.125,0.0714285714285714,1,0,0,1,0,0,0,0,1,0,0,1
"131",0,0,1,0,805,-135.71201,1.53448396063447,0,1,0,0,0,0,0,1,1730.2866,NA,179,486.976,0,0.65,0.274692527412406,6.64898455002478,NA,9.69594972106474,39.175,NA,NA,NA,NA,179.22,33.4,9.90348755253613,NA,NA,73.2,0.5,44099.6486407392,0.125,0.0476190476190476,1,0,0,0,0,1,0,0,0,1,0,0
"132",0,0,1,0,805,-147.42682,2.67157889679077,0,0,1,0,0,1,0,0,755.15,NA,NA,NA,0,1,-0.000684694349687224,NA,NA,8.42087059929547,6.075,NA,NA,NA,NA,NA,6.075,NA,NA,NA,59,0.1,2319150.58119317,0.25,0.404761904761905,1,0,0,0,0,0,0,0,0,1,0,0
"133",0,0,1,0,817,-126.13068,2.13732985953139,1,0,0,0,0,0,0,1,816.59788,730,30,26.37902,1.49065437644413,0.97,0.224374824985578,3.52046080248897,6.17134562836258,8.21871437667284,21.2,NA,NA,8.626,309.65,30.195,21.125,NA,NA,8.17282647523067,50.59,0.3,1718256.71926298,0.1875,0.202380952380952,1,0,0,0,0,0,1,0,0,1,0,1
"134",0,0,1,0,817,-124.3886,1.4170381301229,1,0,0,0,0,0,0,1,827.69,730,35,48.2,1.43270073393405,1,0.9164276145053,3.39249294103201,NA,8.1605182474775,18,NA,NA,NA,NA,35.41506,17.391667,NA,NA,8.10892415597534,60,0.3,213044.429332937,0.1875,0.0833333333333333,1,0,0,0,0,0,1,0,0,1,0,1
"135",1,0,0,0,807,-139.26783,4.73723516552052,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,30944343.7183699,0.5,0.452380952380952,0,0,0,0,0,0,0,1,0,0,0,0
"136",0,0,1,0,806,-122.69085,3.17848673716492,1,0,0,0,0,1,0,0,NA,NA,NA,NA,2.07442899985629,3.56,-2.32431151159063,0.751416088683921,NA,3.98545932350133,2.908333,NA,NA,NA,NA,NA,2.908333,NA,NA,NA,17,0.3,1271248.17076918,0.25,0.119047619047619,0,0,0,0,0,0,1,0,0,1,0,1
"137",1,0,0,0,803,-150.261612,2.12689563963695,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29715143.7369095,0.25,0.0714285714285714,1,0,0,0,1,0,0,1,0,0,0,0
