"","ClassActinopterygii","ClassAves","ClassMammalia","ClassReptilia","nchar","haddock_score_mean","haddock_score_sd","ForStrat.ground","ForStrat.understory","ForStrat.arboreal","ForStrat.aerial","ForStrat.marine","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","incubation_d","weaning_d","log_litterclutch_size_n","litters_or_clutches_per_y","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","maximum_longevity_y","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","gestation_d","longevity_y","log_female_body_mass_g","log_male_body_mass_g","log_no_sex_body_mass","adult_svl_cm","diet_breadth","range_size","major_habitat_type_breadth","tnc_ecoregion_breadth","AA_30_positive","OrderCarnivora","OrderChiroptera","OrderPasseriformes","OrderPerciformes","OrderPrimates","OrderRodentia","ClassActinopterygii.1","ClassAves.1","ClassMammalia.1","ClassReptilia.1","above_haddock_median"
"138",0,1,0,0,809,-124.16029,1.01107967094586,1,1,0,0,0,0,0,1,180,180,18,NA,1.6094379124341,NA,NA,0.364643113587909,NA,3.36901848329792,21,NA,NA,0.3035,314.15,NA,21,3.3603753871419,3.37758751602302,3.3322045101752,19,0.1,5890830.09763822,0.375,0.119047619047619,1,0,0,0,0,0,0,0,1,0,0,1
"139",0,1,0,0,799,-136.56101,3.31314976334203,1,1,1,1,0,0,0,1,NA,NA,NA,NA,1.17865499634165,NA,NA,NA,NA,3.76120011569356,NA,NA,NA,NA,NA,NA,NA,3.76120011569356,NA,3.74950407593037,NA,0.1,4619155.3305687,0.3125,0.166666666666667,1,0,0,0,0,0,0,0,1,0,0,0
"140",0,1,0,0,809,-129.56105,4.01837958448427,1,0,0,0,0,0,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,4.99721227376411,NA,NA,NA,NA,NA,NA,NA,4.99721227376411,NA,NA,NA,0.1,37168.0539304325,0.0625,0.0238095238095238,1,0,0,0,0,0,0,0,1,0,0,0
"141",0,0,1,0,805,-129.49766,1.49093743232609,1,0,0,0,0,1,0,0,48,48,16,20.505,2.1621729392773,3.75,NA,0.845868267577609,3.13244609686981,4.65396035015752,10,NA,NA,0.69,311.25,16,3.9,NA,4.68213122712422,4.68398136641238,18,0.4,4704.20628373161,0.0625,0.0119047619047619,1,0,0,0,0,0,1,0,0,1,0,0
"142",0,0,0,0,811,-109.421863,1.90957769589713,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,32530.2771493563,0.0625,0.0119047619047619,0,0,0,0,0,0,0,0,0,0,0,1
"143",0,0,1,0,804,-133.864089,1.36158610487467,1,0,0,0,0,1,1,1,47,NA,23,20.39212,1.33500106673234,4,-2.64248551914779,1.10525683138678,2.8142103969306,3.84374416467485,5.325,NA,NA,0.41,311.05,22.52264,5.3,NA,NA,3.87535902105655,12.4435,0.2,3243052.72099021,0.375,0.214285714285714,1,0,0,0,0,0,1,0,0,1,0,0
"144",0,0,1,0,804,-123.95612,1.26742558563062,0,0,0,1,0,1,0,0,666.44,730,NA,60.19,-0.00501254182354429,1,-0.000684694349687224,1.05082162483176,2.52572864430826,2.41457359494209,22,NA,NA,NA,NA,113.44,14,NA,NA,2.3887627892351,6,0.1,3787497.56291529,0.5,0.285714285714286,1,0,1,0,0,0,0,0,0,1,0,1
"145",0,0,1,0,806,-108.70793,3.49306347909682,1,0,0,0,0,1,0,0,137.1,122,15,51.245,2.19722457733622,4,-1.93501827149738,-2.3538783873816,3.02771531940704,4.60517018598809,6,NA,NA,0.335,305.75,14.775,5.55,4.49980967033027,4.60517018598809,4.64439089914137,16.955,0.5,4111650.30540648,0.3125,0.19047619047619,1,0,0,0,0,0,0,0,0,1,0,1
"146",0,0,1,0,804,-121.90408,1.22965986878034,0,0,0,0,1,1,1,1,2191.392,2922,450,608,0,0.33,0.9164276145053,11.289781913656,NA,13.7516399737072,50,NA,NA,NA,NA,450,45,NA,NA,13.7178977290973,564.6265,0.2,3473855.21113071,0.0625,0.0595238095238095,0,0,0,0,0,0,0,0,0,1,0,1
"147",1,0,0,0,812,-131.16053,2.81938874307102,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,84659105.9262183,0.571428571428571,0.215189873417722,0,0,0,0,0,0,0,1,0,0,0,0
"148",0,0,1,0,805,-130.42953,2.7730468678373,1,0,0,0,0,1,1,1,272,332,210,60.936,0.157003748809665,1.35,-0.415785116683722,7.17839291682466,NA,9.77631248702257,18.8,NA,NA,NA,NA,210,17.6,NA,NA,NA,115.7495,0.2,1494965.81763764,0.25,0.214285714285714,1,0,0,0,0,0,0,0,0,1,0,0
"149",0,0,1,0,805,-115.33658,2.53240320810973,1,0,0,0,0,1,0,0,53.355,42,21,21.91392,1.75871961514985,4.57,-2.49938471296865,0.22314355131421,2.19165353228676,2.92584614608982,6,NA,NA,NA,NA,19.6,4,NA,2.72785282839839,2.89037175789616,9.5,0.3,1841648.16929007,0.1875,0.345238095238095,0,0,0,0,0,0,1,0,0,1,0,1
"150",0,0,1,0,805,-111.53614,2.31041657581004,1,0,0,0,0,1,0,0,53.355,42,19,21.91392,1.80335860507141,4.57,-2.49938471296865,0.22314355131421,2.19165353228676,3.02042488614436,6,0.01,0.3,0.271,310.05,19.6,5,NA,2.72785282839839,2.89037175789616,9.5,0.3,88331354.1465014,1,0.94047619047619,0,0,0,0,0,0,1,0,0,1,0,1
"151",0,0,1,0,805,-127.82064,3.35414324983958,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24765762629365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1683214.50303851,0.375,0.285714285714286,0,0,0,0,0,0,1,0,0,1,0,0
"152",0,0,1,0,805,-144.72379,1.64612361926099,1,0,0,0,0,1,0,0,94.98016,365,43,45.34964,1.91028297141216,1,-0.000684694349687224,0.832909122935104,3.27978275977172,4.70347587477221,12.5,NA,NA,1.276,312.75,43.26174,11.141667,NA,5.78074351579233,4.83230575857184,27.0325,0.4,41482667.3780396,0.75,0.476190476190476,1,1,0,0,0,0,0,0,0,1,0,0
"153",0,0,1,0,805,-158.74616,2.72995450112676,1,0,0,0,0,1,1,1,310.25,322,42,54.39,2.03861954715958,1.26,-0.621192688337718,2.2512917986065,NA,6.69579891705849,14,NA,NA,NA,NA,41.49,11.1,NA,6.85118492749374,NA,40.946,0.4,6011048.91337118,0.375,0.30952380952381,1,1,0,0,0,0,0,0,0,1,0,0
"154",0,0,1,0,799,-113.39174,3.28013247469604,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94591014905531,41,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,0.1,7665089.93408205,0.625,0.333333333333333,1,0,1,0,0,0,0,0,0,1,0,1
"155",0,0,1,0,799,-118.87952,3.26900838610801,0,0,0,1,0,1,0,0,365,456,NA,NA,0,1,-0.000684694349687224,NA,NA,1.66770682055808,24,NA,NA,NA,NA,NA,11.5,NA,NA,NA,5,0.1,4114045.97139329,0.4375,0.226190476190476,1,0,1,0,0,0,0,0,0,1,0,1
"156",0,0,1,0,799,-116.45354,2.82940323044355,0,0,0,1,0,1,0,0,245.3,210,55,25.5,0,1,-0.000684694349687224,0.727548607277278,1.9154509415706,1.96711235670592,34,NA,NA,0.051,305.15,57.395,29,NA,NA,1.75785791755237,5.27,0.1,12040869.6646581,0.4375,0.30952380952381,1,0,1,0,0,0,0,0,0,1,0,1
"157",1,0,0,0,806,-137.88521,1.81601564876395,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34591634534732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.875,0.166666666666667,194189767.632103,0.583333333333333,0.327586206896552,0,0,0,0,0,0,0,1,0,0,0,0
"158",0,0,0,0,773,-131.483746,2.01458786638415,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,4.63472898822964,1,NA,NA,NA,2.16332302566054,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,367635.247646317,0.1875,0.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0
"159",1,0,0,0,803,-156.87654,4.28417255285857,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59707610487822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,29715143.7369095,0.1875,0.0476190476190476,1,0,0,0,1,0,0,1,0,0,0,0
"160",0,1,0,0,811,-132.186257,3.36339820357675,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73111547403321,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73111547403321,NA,0.2,704022.97288702,0.1875,0.178571428571429,1,0,0,1,0,0,0,0,1,0,0,0
"161",0,0,1,0,804,-122.35657,1.827214431283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081965.14757663,0.0625,0.0357142857142857,0,0,0,0,0,0,0,0,0,1,0,1
"162",0,1,0,0,809,-130.73572,4.09477829512444,1,0,0,0,0,0,0,1,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,7.54960916515453,25.8,NA,NA,NA,NA,NA,17,NA,NA,7.52294091807237,56,0.3,2836.88425707743,0.0625,0.0119047619047619,1,0,0,0,0,0,0,0,1,0,0,0
"163",0,0,1,0,805,-133.24279,2.88488483400021,0,0,1,0,0,0,0,1,3069.409,NA,NA,724,0,NA,NA,6.20925378966027,NA,8.79801453278233,46.1,NA,NA,NA,NA,207.59112,40.845833,NA,NA,NA,59,0.3,51340.5237931173,0.0625,0.0238095238095238,1,0,0,0,0,1,0,0,0,1,0,0
"164",0,0,0,1,828,-124.03759,2.08381786442844,NA,NA,NA,NA,NA,NA,NA,NA,288,240,NA,NA,2.7408400239252,1,NA,1.90954250488444,NA,1.73659671843583,14.1,NA,NA,NA,NA,NA,14.1,NA,NA,6.85435450225502,NA,NA,644872.624983266,0.375,0.154761904761905,0,0,0,0,0,0,0,0,0,0,1,1
"165",1,0,0,0,805,-129.88288,2.13279594627439,1,0,0,0,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29715143.7369095,0.0625,0.0119047619047619,0,0,0,0,0,0,0,1,0,0,0,0
"166",0,1,0,0,807,-122.93688,2.73362008812897,1,1,0,0,0,0,0,1,NA,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,6.12686918411419,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12686918411419,NA,0.4,118590.61590052,0.125,0.0238095238095238,1,0,0,0,0,0,0,0,1,0,0,1
"167",1,0,0,0,806,-149.84035,4.89680645415402,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,35678577.7916252,0.166666666666667,0.0732758620689655,0,0,0,0,1,0,0,1,0,0,0,0
"168",0,1,0,0,810,-115.73756,3.09723742827558,1,0,0,0,0,0,0,1,NA,NA,27.5,NA,2.16905370036952,1,NA,3.19867311755068,NA,7.22620901010067,NA,NA,NA,NA,NA,NA,NA,7.36391350140582,7.37306038744632,7.1693500166706,58,0.4,13660572.1570595,0.625,0.369047619047619,0,0,0,0,0,0,0,0,1,0,0,1
"169",0,0,1,0,804,-140.85531,2.43068251066787,1,0,0,0,0,1,0,0,326.63,304,61,48.345,1.84054963339749,1,-0.000684694349687224,4.47072408943517,6.65929391968364,8.35042997353814,16.6,NA,NA,NA,311.15,61.84,12.5,NA,8.15190987294091,NA,56.369,0.5,11549507.0565704,0.625,0.452380952380952,1,1,0,0,0,0,0,0,0,1,0,0
"170",0,0,1,0,808,-141.30469,1.88080349936463,1,0,0,0,0,1,1,1,347.57912,NA,30,26.45,1.09861228866811,2.11,-2.49257461362345,2.19722457733622,4.39592953984287,4.94306997460049,7.316667,NA,NA,0.932,313.25,30.436,7,NA,NA,4.69134788222914,19,0.1,894668.89741321,0.25,0.202380952380952,1,0,0,0,0,0,0,0,0,1,0,0
"171",0,0,1,0,831,-127.24773,3.49682244173192,1,0,0,0,0,0,0,1,187.19,182,90,36,1.66959183525385,1.8,NA,2.64617479738412,4.26549281841793,5.32220477700138,14,NA,NA,0.958,310.75,90.09056,7.1,NA,NA,5.29631536387736,23.75,0.3,63501.3474678978,0.125,0.0238095238095238,1,0,0,0,0,0,1,0,0,1,0,0
"172",0,0,1,0,679,-132.63284,5.08793145813372,1,0,0,0,0,1,1,0,309,417,198,129,0.536493370514568,1,-0.183291222768087,8.00636756765025,10.4232133519749,11.0870535470844,23,NA,NA,123.447,312.15,201.39,21.6,NA,10.7099634184031,11.0326694592601,180.6845,0.2,14410637.3957417,0.875,0.654761904761905,1,0,0,0,0,0,0,0,0,1,0,0
"173",1,0,0,0,807,-152.50075,3.09250776923483,1,0,0,0,1,NA,NA,NA,NA,912,NA,NA,8.1605182474775,NA,NA,NA,NA,6.52226925318929,11,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,379087531.573217,0.857142857142857,0.392405063291139,1,0,0,0,0,0,0,1,0,0,0,0
"174",0,1,0,0,824,-128.03056,2.42235948713003,0,1,1,0,0,0,0,1,NA,NA,28,NA,1.09861228866811,NA,NA,NA,NA,6.67582322163485,NA,NA,NA,NA,NA,NA,NA,6.67582322163485,NA,6.62406522779989,NA,0.1,7559878.7361224,0.4375,0.464285714285714,1,0,0,0,0,0,0,0,1,0,0,0
"175",0,0,1,0,804,-116.1652,3.55066689635748,0,0,0,0,1,1,1,1,4206.86392,4930,435,443.38,0,0.21,1.38595207254584,11.978753701885,NA,15.2741255806638,100,NA,14,NA,309.15,454.72102,90,NA,NA,15.7976148667552,922.632,0.3,129501677.749245,0.9375,0.55952380952381,0,0,0,0,0,0,0,0,0,1,0,1
"176",1,0,0,0,821,-149.28635,1.83160766374485,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,133221678.662997,0.75,0.44047619047619,1,0,0,0,1,0,0,1,0,0,0,0
"177",1,0,0,0,821,-140.68319,3.95336029149044,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92362391710663,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6625,0.833333333333333,133221678.662997,0.875,0.702380952380952,1,0,0,0,1,0,0,1,0,0,0,0
"178",0,0,1,0,806,-118.05669,2.63875068522545,1,0,0,0,0,1,1,1,645.23,548,17,113.485,0.693147180559945,1.1,-0.000684694349687224,NA,NA,7.11069612297883,22.6,NA,NA,1.931,307.15,14.74,17,NA,NA,6.93760530095102,41.918,0.2,901638.004983449,0.375,0.130952380952381,0,0,0,0,0,0,0,0,0,1,0,1
"179",0,0,1,0,799,-122.25866,2.02828514168989,1,0,0,0,0,1,1,0,755.15,730,225,102.56932,0.0295588022415444,1,-0.000684694349687224,7.49554194388426,8.74033674273045,10.9362306573498,29.8,NA,NA,34.275,307.65,222.05,24,NA,NA,10.77895628989,141.7215,0.1,19273002.4910421,0.5625,0.345238095238095,1,0,0,0,0,0,0,0,0,1,0,1
"180",0,0,1,0,805,-117.27522,3.21555826112149,1,0,0,0,0,1,0,0,185.61,NA,30,26.15,1.65632149833295,4.415,-2.53328625624778,3.67908161163383,5.3590831548706,7.54960916515453,18,NA,NA,7.395,312.15,30.59594,10,NA,7.96831950001272,NA,45,0.1,634229.133009514,0.125,0.107142857142857,1,0,0,0,0,0,0,0,0,1,0,1
"181",1,0,0,0,819,-143.69441,2.89723461653041,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30944343.7183699,0.1875,0.0595238095238095,0,0,0,0,0,0,0,1,0,0,0,0
"182",0,0,1,0,805,-134.112509,2.61210070029831,0,0,1,0,0,1,0,0,344.83988,450,132,91.55374,0.231111720963387,1.715,-0.497904676562584,2.64262239577975,4.68522827815867,6.15965548530821,18.833333,NA,NA,3.927,309.15,128.74428,17,NA,NA,6.61035951434272,20,0.3,568222.529235507,0.25,0.107142857142857,1,0,0,0,0,1,0,0,0,1,0,0
"183",0,0,1,0,804,-131.57282,3.55151635683815,1,0,0,0,0,1,1,1,548,868.5,146,182,0.198850858745165,1,-0.000684694349687224,7.77327468548237,9.76995615991161,11.6082356447746,22.8,NA,NA,NA,311.95,158.89436,16.966667,NA,10.4631033404715,NA,158.5,0.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0
"184",0,0,1,0,805,-127.70722,2.49832312108209,1,0,0,0,0,1,0,0,NA,NA,NA,109.13,0.832909122935104,2,-0.693831874909632,NA,NA,8.36637030168165,27.4,NA,NA,NA,NA,NA,18,NA,NA,NA,69.7555,0.3,6472499.64669339,0.5,0.55952380952381,1,1,0,0,0,0,0,0,0,1,0,0
"185",0,0,1,0,805,-133.63701,1.35117315483002,0,1,0,0,0,0,0,1,3287.088,NA,232,854.74466,0,0.22,1.57829400874276,7.24405964437091,9.02701831484864,10.4665246240578,55,NA,NA,NA,NA,235.32043,48,NA,10.7144177687525,NA,78.8715,0.4,415766.365386442,0.0625,0.0238095238095238,1,0,0,0,0,1,0,0,0,1,0,0
"186",0,0,1,0,805,-134.59422,2.3778694449724,0,1,0,0,0,0,0,1,3636.98,2920,229,1112.13144,0.0723206615796261,0.2,1.29423010435291,7.4645212958889,9.04782144247841,10.7140510348471,74,0.04,8,NA,308.85,229,59.35,NA,10.6987399560332,NA,86.8045,0.3,2314278.19063827,0.1875,0.202380952380952,1,0,0,0,0,1,0,0,0,1,0,0
"187",1,0,0,0,805,-132.46726,2.76378195522006,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,30944343.7183699,0.3125,0.238095238095238,0,0,0,0,0,0,0,1,0,0,0,0
"188",0,0,1,0,805,-132.57504,1.8729377038937,1,0,0,0,0,1,0,0,937,771,97,110,0.76080582903376,1,0.231046528362205,6.30991827822652,7.57044325205737,10.8794612865715,27.3,NA,NA,NA,NA,97,23,NA,NA,NA,164.3855,0.1,34724460.2568351,0.8125,0.69047619047619,1,1,0,0,0,0,0,0,0,1,0,0
"189",0,0,1,0,797,-131.49184,2.54134705059256,1,0,0,0,0,1,1,1,1268,1415,105,121,0.943905898907128,0.4,0.76589753120535,7.12977019362553,9.30592324186991,11.7660160926524,26.3,NA,NA,133.859,310.65,105.19,26.275,NA,12.7381704045717,11.8342840637814,231.2395,0.1,1350365.8377493,0.5,0.380952380952381,1,1,0,0,0,0,0,0,0,1,0,0
"190",0,0,1,0,805,-134.48045,2.18051063706036,1,0,0,0,0,0,0,1,1583.185,1762,NA,338.96,0.00498754151103897,0.8,0.55892326248073,6.71270100408317,8.19981038665132,9.78293217749576,45,NA,NA,NA,NA,178.96,37.2125,9.5414051575081,10.0413781798756,9.44705541260047,76.2,0.4,7826934.9196583,0.375,0.30952380952381,1,0,0,0,0,1,0,0,0,1,0,0
"191",1,0,0,0,721,-144.451388,2.6414092563453,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,54786623.1291272,0.166666666666667,0.021551724137931,0,0,0,0,0,0,0,1,0,0,0,0
"192",1,0,0,0,808,-125.3575,3.7012494463957,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,85730966.8474972,0.25,0.120253164556962,0,0,0,0,1,0,0,1,0,0,0,1
"193",1,0,0,0,805,-116.97295,2.40654041693327,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31845844215034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29715143.7369095,0.125,0.0714285714285714,0,0,0,0,0,0,0,1,0,0,0,1
"194",0,1,0,0,814,-124.99697,4.20860574063563,0,1,1,0,0,0,0,1,365,365,13.5,NA,2.15176220325946,1.5,NA,0.139761942375159,NA,2.89037175789616,15.417,NA,NA,NA,NA,NA,15.2,2.88480071284671,2.94706710157271,2.88340308858007,NA,0.5,32577984.2754979,1,0.773809523809524,1,0,0,1,0,0,0,0,1,0,0,1
"195",0,1,0,0,809,-120.56466,2.95710589905438,1,0,0,0,0,0,0,1,1001.802,913.2,30.5,NA,1.01160091167848,1,0,4.70048036579242,NA,9.07107830464268,35.3,NA,NA,NA,NA,NA,35.3,9.06675864349816,9.26624800391448,9.26511260782316,NA,0.1,80098.6878376535,0.1875,0.0595238095238095,1,0,0,0,0,0,0,0,1,0,0,1
"196",0,0,0,1,808,-111.91888,2.83363320522924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,NA,2.67414864942653,NA,NA,NA,NA,7.75255000915122,7.3,NA,NA,NA,NA,NA,7.3,7.75255000915122,NA,7.75255000915122,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
"197",1,0,0,0,820,-133.70361,2.75886749407958,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11.5129254649702,NA,NA,NA,NA,5.19017520792833,12,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0.5,23730757.5450827,0.375,0.30952380952381,0,0,0,0,1,0,0,1,0,0,0,0
"198",0,0,1,0,805,-136.42341,3.37885015170348,1,0,0,0,0,1,0,0,70.91588,NA,26,22.33,1.46902575871736,3.9,-2.63101305175127,0.636576829071551,2.20772481197009,3.10458667846607,8,0.001,0.5,0.213,309.85,25.26188,7.9,NA,3.10099278421148,3.10458667846607,10.0705,0.4,5831351.7659537,0.625,0.369047619047619,1,0,0,0,0,0,1,0,0,1,0,0
"199",0,0,1,0,805,-131.76553,3.17584618891826,1,0,0,0,0,1,0,0,59.95794,NA,24,22.575,1.52931186795482,3.55,-2.61218017803937,0.60431596685333,2.19165353228676,3.02042488614436,8.333333,NA,NA,0.219,309.75,26,7.95,NA,4.68776348429194,3.06339092202781,9.8875,0.4,13030881.6442095,0.75,0.345238095238095,1,0,0,0,0,0,1,0,0,1,0,0
"200",0,1,0,0,809,-123.39343,4.35684700648175,1,0,0,0,1,0,0,1,NA,NA,41,NA,0,1.4,NA,3.40119738166216,NA,5.84932477994686,NA,NA,NA,NA,NA,NA,NA,5.97126183979046,NA,5.82403150428561,NA,0.2,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,1
"201",0,1,0,0,812,-122.03382,2.54186151419257,1,0,0,0,0,0,0,1,1460,1460,29,NA,1.32175583998232,1,NA,3.71357206670431,NA,7.69621263934641,27.166667,NA,NA,NA,NA,NA,21.625,7.60339933974067,7.78322401633604,7.70345904786717,NA,0.3,17350709.4421857,0.6875,0.476190476190476,1,0,0,0,0,0,0,0,1,0,0,1
"202",0,0,1,0,807,-124.369049,2.79234650239802,0,0,1,0,0,1,0,0,646,1095,31,342,0.00498754151103897,1,0.145607398272929,-1.02165124753198,7.05185562295589,8.63885668833471,22.1,NA,NA,5.744,308.95,31,20,NA,NA,8.46218775237951,85,0.1,1102194.40316651,0.375,0.0952380952380952,1,0,0,0,0,0,0,0,0,1,0,1
"203",0,1,0,0,808,-108.277528,1.89192377028017,1,0,0,0,0,0,0,1,240,240,24,NA,2.39789527279837,1,NA,3.02042488614436,NA,6.95057527616507,27,NA,NA,NA,NA,NA,27,6.8596149036542,7.12326980313186,6.89669433162271,57.5,0.4,16757729.7269213,0.875,0.511904761904762,0,0,0,0,0,0,0,0,1,0,0,1
"204",0,0,1,0,805,-141.77169,1.93572439409356,1,0,0,0,0,1,1,0,118,NA,NA,20,1.70110510095992,3.5,-2.43484609290921,0.570979546585738,2.66025953726586,3.35846383907525,3.908333,NA,NA,NA,NA,20,3.183333,NA,3.74714836223791,3.44361809754611,9.122,0.2,2049854.90195882,0.375,0.202380952380952,1,0,0,0,0,0,1,0,0,1,0,0
"205",0,0,1,0,804,-129.71877,2.74511892519148,0,1,0,0,0,1,0,0,NA,NA,105,NA,0,NA,NA,1.94591014905531,NA,3.69012867351437,9,NA,NA,0.267,307.75,105,9,NA,NA,3.51154543883102,9.7,0.3,12498386.8245376,0.5625,0.785714285714286,1,0,1,0,0,0,0,0,0,1,0,0
